player_name,pfr_player_id,game_date,team,at_or_vs,opponent,game_outcome,receptions,receiving_yards,receiving_tds,season,week
Justin Jefferson,JeffJu00,2024-12-22,MIN,@,SEA,"W, 27-24",10,144,2,2024,16
Jameson Williams,WillJa11,2024-12-22,DET,@,CHI,"W, 34-17",5,143,1,2024,16
Keenan Allen,AlleKe00,2024-12-22,CHI,,DET,"L, 17-34",9,141,1,2024,16
Brian Thomas,ThomBr06,2024-12-22,JAX,@,LVR,"L, 14-19",9,132,1,2024,16
George Kittle,KittGe00,2024-12-22,SFO,@,MIA,"L, 17-29",8,106,0,2024,16
