player_name,pfr_player_id,game_date,team,at_or_vs,opponent,game_outcome,receptions,receiving_yards,receiving_tds,season,week
Puka Nacua,NacuPu00,2025-12-14,LAR,,DET,"W, 41-34",9,181,0,2025,15
Kyle Pitts,PittKy00,2025-12-11,ATL,@,TAM,"W, 29-28",11,166,3,2025,15
Amon-Ra St. Brown,StxxAm00,2025-12-14,DET,@,LAR,"L, 34-41",13,164,2,2025,15
Jameson Williams,WillJa11,2025-12-14,DET,@,LAR,"L, 34-41",7,134,1,2025,15
Trey McBride,McBrTr01,2025-12-14,ARI,@,HOU,"L, 20-40",12,134,2,2025,15
