player_name,pfr_player_id,game_date,team,at_or_vs,opponent,game_outcome,carries,rushing_yards,rushing_tds,season,week
Zach Charbonnet,CharZa00,2024-12-08,SEA,@,ARI,"W, 30-18",22,134,2,2024,14
Rico Dowdle,DowdRi01,2024-12-09,DAL,,CIN,"L, 20-27",18,131,0,2024,14
Saquon Barkley,BarkSa00,2024-12-08,PHI,,CAR,"W, 22-16",20,124,0,2024,14
Tony Pollard,PollTo00,2024-12-08,TEN,,JAX,"L, 6-10",21,102,0,2024,14
Chuba Hubbard,HubbCh01,2024-12-08,CAR,@,PHI,"L, 16-22",26,92,1,2024,14
