player_name,pfr_player_id,game_date,team,at_or_vs,opponent,game_outcome,receptions,receiving_yards,receiving_tds,season,week
Michael Wilson,WilsMi02,2025-11-16,ARI,,SFO,"L, 22-41",15,185,0,2025,11
George Pickens,PickGe00,2025-11-17,DAL,@,LVR,"W, 33-16",9,144,1,2025,11
Tetairoa McMillan,McMiTe00,2025-11-16,CAR,@,ATL,"W, 30-27",8,130,2,2025,11
Drake London,LondDr00,2025-11-16,ATL,,CAR,"L, 27-30",7,119,0,2025,11
Trey McBride,McBrTr01,2025-11-16,ARI,,SFO,"L, 22-41",10,115,1,2025,11
