player_name,pfr_player_id,game_date,team,at_or_vs,opponent,game_outcome,receptions,receiving_yards,receiving_tds,season,week
Malik Nabers,NabeMa00,2025-09-14,NYG,@,DAL,"L, 37-40",9,167,2,2025,2
Ja'Marr Chase,ChasJa00,2025-09-14,CIN,,JAX,"W, 31-27",14,165,1,2025,2
Wan'Dale Robinson,RobiWa01,2025-09-14,NYG,@,DAL,"L, 37-40",8,142,1,2025,2
Rome Odunze,OdunRo00,2025-09-14,CHI,@,DET,"L, 21-52",7,128,2,2025,2
Tucker Kraft,KrafTu00,2025-09-11,GNB,,WAS,"W, 27-18",6,124,1,2025,2
