player_name,pfr_player_id,game_date,team,at_or_vs,opponent,game_outcome,receptions,receiving_yards,receiving_tds,season,week
Jaxon Smith-Njigba,SmitJa06,2025-11-23,SEA,@,TEN,"W, 30-24",8,167,2,2025,12
Wan'Dale Robinson,RobiWa01,2025-11-23,NYG,@,DET,"L, 27-34",9,156,1,2025,12
Amon-Ra St. Brown,StxxAm00,2025-11-23,DET,,NYG,"W, 34-27",9,149,1,2025,12
George Pickens,PickGe00,2025-11-23,DAL,,PHI,"W, 24-21",9,146,1,2025,12
Rashee Rice,RiceRa01,2025-11-23,KAN,,IND,"W, 23-20",8,141,0,2025,12
